Player: ; Player2; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player2; Question: ;Duração da tarefa; Answer: ;0; isCorrect: ;True; isComplete: ;True
Player: ; Player2; Question: ;Bola; Answer: ;1; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Bola; Answer: ;4; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Bola; Answer: ;4; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player2; Question: ;Duração da tarefa; Answer: ;0; isCorrect: ;True; isComplete: ;True
Player: ; Player2; Question: ;Colocou Bola; Answer: ;1; isCorrect: ;True; isComplete: ;True
