Player: ; Player57; Question: ;Escolheu avatar; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player57; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
