Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player17; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
