Player: ; Player28; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player28; Question: ;Escolheu avatar; Answer: ;0; isCorrect: ;False; isComplete: ;False
Player: ; Player28; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia1; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player28; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia1; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia1; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia1; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player28; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia1; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia1; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player28; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player28; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia1; isCorrect: ;True; isComplete: ;False
