Player: ; Player12; Question: ;Escolheu avatar; Answer: ;5; isCorrect: ;False; isComplete: ;False
Player: ; Player12; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Bola; Answer: ;4; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Solicitou Dica / Humano; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player12; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
